show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,random_column,added_year,added_month,duration_clean
s3267,Movie,GO! The Unforgettable Party,Mauro Scandolari,Argentina,2019-11-15,2019,TV-PG,60 min,"Children & Family Movies, Music & Musicals",62,2019.0,11.0,60
s3268,Movie,Guna 369,Arjun Jandyala,India,2019-11-15,2019,TV-MA,143 min,"Action & Adventure, Dramas, International Movies",69,2019.0,11.0,143
s3269,Movie,House Arrest,"Shashanka Ghosh, Samit Basu",India,2019-11-15,2019,TV-14,105 min,"Comedies, Independent Movies, International Movies",22,2019.0,11.0,105
s3290,Movie,Jeff Garlin: Our Man In Chicago,Christopher Storer,United States,2019-11-12,2019,TV-MA,59 min,Stand-Up Comedy,51,2019.0,11.0,59
s3273,Movie,K-on! the movie,Naoko Yamada,Japan,2019-11-15,2011,TV-PG,110 min,"Anime Features, Music & Musicals",68,2019.0,11.0,110
s3274,Movie,Klaus,Sergio Pablos,Spain,2019-11-15,2019,PG,98 min,"Children & Family Movies, Comedies",92,2019.0,11.0,98
s3279,Movie,SunGanges,Valli Bindana,India,2019-11-15,2018,TV-14,74 min,"Documentaries, International Movies",25,2019.0,11.0,74
s3281,Movie,The Garden of Words,Makoto Shinkai,Japan,2019-11-15,2013,TV-14,46 min,"Anime Features, International Movies, Romantic Movies",98,2019.0,11.0,46
s3286,Movie,Fadily Camara : La plus drôle de tes copines,Gautier & Leduc,France,2019-11-14,2019,TV-MA,54 min,Stand-Up Comedy,9,2019.0,11.0,54
s3291,Movie,A Single Man,Tom Ford,United States,2019-11-11,2009,R,100 min,"Dramas, Independent Movies, LGBTQ Movies",9,2019.0,11.0,100
s3293,Movie,To Be of Service,Josh Aronson,United States,2019-11-11,2019,TV-MA,88 min,Documentaries,22,2019.0,11.0,88
s3297,Movie,Let It Snow,Luke Snellin,United States,2019-11-08,2019,PG-13,93 min,"Comedies, Dramas, LGBTQ Movies",77,2019.0,11.0,93
s3298,Movie,Paradise Beach,Xavier Durringer,France,2019-11-08,2019,TV-MA,94 min,"Action & Adventure, Dramas, International Movies",4,2019.0,11.0,94
s3300,Movie,U Turn,Pawan Kumar,India,2019-11-07,2016,TV-14,121 min,"International Movies, Thrillers",72,2019.0,11.0,121
s3301,Movie,Burning Cane,Phillip Youmans,United States,2019-11-06,2019,TV-MA,78 min,Dramas,57,2019.0,11.0,78
s3303,Movie,Shadow,Zhang Yimou,China,2019-11-06,2018,TV-14,116 min,"Action & Adventure, Dramas, International Movies",42,2019.0,11.0,116
s3304,Movie,Luccas Neto in: Summer Camp,Lucas Margutti,Brazil,2019-11-05,2019,TV-G,87 min,"Children & Family Movies, Comedies, Music & Musicals",92,2019.0,11.0,87
s3306,Movie,Seth Meyers: Lobby Baby,Neal Brennan,United States,2019-11-05,2019,TV-MA,61 min,Stand-Up Comedy,25,2019.0,11.0,61
s3308,Movie,The Lovers,Azazel Jacobs,United States,2019-11-05,2017,R,98 min,"Comedies, Dramas, Independent Movies",91,2019.0,11.0,98
s3309,Movie,Tune in for Love,Unknown,Unknown,2019-11-05,2019,TV-MA,123 min,"Dramas, International Movies, Romantic Movies",50,2019.0,11.0,123
s3330,Movie,American Son,Kenny Leon,United States,2019-11-01,2019,TV-MA,90 min,Dramas,33,2019.0,11.0,90
s3310,Movie,Undercover Brother 2,Leslie Small,United States,2019-11-05,2019,R,85 min,Comedies,44,2019.0,11.0,85
s3312,Movie,Minimalism: A Documentary About the Important Things,Matt D'Avella,United States,2019-11-04,2016,TV-14,78 min,Documentaries,53,2019.0,11.0,78
s3313,Movie,Oththa Seruppu Size 7,Parthiban,India,2019-11-04,2019,TV-MA,103 min,"Dramas, International Movies, Thrillers",22,2019.0,11.0,103
s3316,Movie,A Fairly Odd Summer,Savage Steve Holland,United States,2019-11-02,2014,TV-Y7,68 min,"Children & Family Movies, Comedies",39,2019.0,11.0,68
s3318,Movie,Big Time Movie,Savage Steve Holland,United States,2019-11-02,2012,TV-PG,68 min,"Children & Family Movies, Comedies, Music & Musicals",78,2019.0,11.0,68
s3319,Movie,Escape from Mr. Lemoncello’s Library,Scott McAboy,United States,2019-11-02,2017,TV-Y,69 min,Children & Family Movies,75,2019.0,11.0,69
s3320,Movie,Hey Arnold! The Jungle Movie,"Raymie Muzquiz, Stu Livingston",United States,2019-11-02,2017,TV-PG,81 min,"Children & Family Movies, Comedies",49,2019.0,11.0,81
s3321,Movie,Jinxed,Stephen Herek,United States,2019-11-02,2013,TV-Y,69 min,"Children & Family Movies, Comedies",68,2019.0,11.0,69
s3322,Movie,LEGENDS OF THE HIDDEN TEMPLE,Joe Menendez,United States,2019-11-02,2016,TV-PG,68 min,Children & Family Movies,18,2019.0,11.0,68
s3323,Movie,"Liar, Liar, Vampire",Vince Marcello,United States,2019-11-02,2015,TV-PG,68 min,"Children & Family Movies, Comedies",3,2019.0,11.0,68
s3324,Movie,The Boy Who Cried Werewolf,Eric Bross,United States,2019-11-02,2010,TV-Y,86 min,"Children & Family Movies, Comedies",1,2019.0,11.0,86
s3325,Movie,The Massively Mixed-Up Middle School Mystery,Will Eisenberg,United States,2019-11-02,2015,TV-Y,40 min,"Children & Family Movies, Comedies",34,2019.0,11.0,40
s3327,Movie,A Remarkable Tale,Marina Seresesky,Spain,2019-11-01,2019,TV-MA,94 min,"Comedies, International Movies",58,2019.0,11.0,94
s3347,TV Show,The House of Flowers Presents: The Funeral,Unknown,Unknown,,2019,TV-MA,36 min,Movies,88,,,36
s3332,Movie,Christmas in the Heartland,Harvey Lowry,United States,2019-11-01,2017,TV-PG,112 min,Dramas,38,2019.0,11.0,112
s3333,Movie,Christmas Survival,James Dearden,United Kingdom,2019-11-01,2018,TV-MA,101 min,Comedies,81,2019.0,11.0,101
s3335,Movie,Drive,Tarun Mansukhani,India,2019-11-01,2019,TV-14,119 min,"Action & Adventure, International Movies",47,2019.0,11.0,119
s3336,Movie,Fire in Paradise,"Drea Cooper, Zackary Canepari",United States,2019-11-01,2019,TV-MA,40 min,Documentaries,92,2019.0,11.0,40
s3338,Movie,Holiday in the Wild,Ernie Barbarash,United States,,2019,TV-PG,86 min,"Children & Family Movies, Dramas, Romantic Movies",33,,,86
s3339,Movie,Holly Star,Michael A. Nickles,United States,2019-11-01,2018,PG,92 min,"Children & Family Movies, Comedies, Romantic Movies",91,2019.0,11.0,92
s3344,Movie,Santa Girl,Blayne Weaver,United States,2019-11-01,2019,TV-PG,91 min,"Children & Family Movies, Comedies, Romantic Movies",58,2019.0,11.0,91
s3348,Movie,The King,David Michôd,United Kingdom,2019-11-01,2019,R,141 min,Dramas,45,2019.0,11.0,141
s3349,Movie,The Man Without Gravity,Marco Bonfanti,Italy,2019-11-01,2019,TV-MA,107 min,"Dramas, International Movies",27,2019.0,11.0,107
s3350,Movie,The Old Thieves: The Legend of Artegios,Everardo González,Mexico,2019-11-01,2007,TV-MA,97 min,"Documentaries, International Movies",83,2019.0,11.0,97
s3354,Movie,Zoé: Panoramas,"Rodrigo Guardiola, Gabriel Cruz Rivas",Mexico,2019-11-01,2016,TV-MA,89 min,"Documentaries, International Movies, Music & Musicals",85,2019.0,11.0,89
s3355,Movie,Grego Rossello: Disculpe las molestias,Juani Libonatti,Argentina,2019-10-31,2019,TV-MA,65 min,Stand-Up Comedy,40,2019.0,10.0,65
s3357,TV Show,Nowhere Man,Unknown,Unknown,,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",96,,,1
s3359,TV Show,"Bring It On, Ghost",Park Joon-hwa,South Korea,2019-10-30,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",72,2019.0,10.0,1
s3360,Movie,Mehandi Circus,Saravana Rajendran,India,2019-10-30,2019,TV-MA,126 min,"Dramas, International Movies, Romantic Movies",90,2019.0,10.0,126
s3363,Movie,Arsenio Hall: Smart & Classy,Unknown,Unknown,2019-10-29,2019,TV-MA,63 min,Stand-Up Comedy,56,2019.0,10.0,63
s3366,Movie,A 3 Minute Hug,Everardo González,Mexico,2019-10-28,2019,TV-PG,28 min,"Documentaries, International Movies",47,2019.0,10.0,28
s3367,Movie,Little Miss Sumo,Matt Kay,United Kingdom,2019-10-28,2018,TV-G,20 min,"Documentaries, International Movies, Sports Movies",50,2019.0,10.0,20
s3352,Movie,Vientos de agua,Unknown,Unknown,,2006,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",8,,,1
s3377,Movie,My Next Guest with David Letterman and Shah Rukh Khan,Michael Steed,Not Given,2019-10-25,2019,TV-PG,61 min,International Movies,10,2019.0,10.0,61
s3372,Movie,Consequences,Ozan Açıktan,Turkey,2019-10-25,2014,TV-MA,106 min,"Dramas, International Movies, Thrillers",58,2019.0,10.0,106
s3373,Movie,Dolemite Is My Name,Craig Brewer,United States,2019-10-25,2019,R,118 min,"Comedies, Dramas",37,2019.0,10.0,118
s3375,Movie,It Takes a Lunatic,Unknown,Unknown,2019-10-25,2019,TV-MA,127 min,Documentaries,86,2019.0,10.0,127
s3380,Movie,Rattlesnake,Zak Hilditch,United States,2019-10-25,2019,TV-MA,86 min,"Horror Movies, Independent Movies, Thrillers",74,2019.0,10.0,86
s3381,Movie,The Awakening of Motti Wolkenbruch,Michael Steiner,Switzerland,2019-10-25,2018,TV-MA,94 min,"Comedies, Dramas, International Movies",24,2019.0,10.0,94
s3384,Movie,Echo in the Canyon,Andrew Slater,United States,2019-10-24,2019,PG-13,82 min,"Documentaries, Music & Musicals",26,2019.0,10.0,82
s3385,Movie,Revenge of the Pontianak,"Glen Goei, Gavin Yap",Singapore,2019-10-24,2019,TV-14,92 min,"Horror Movies, International Movies",75,2019.0,10.0,92
s3387,Movie,Dancing with the Birds,Huw Cordey,United States,2019-10-23,2019,TV-PG,52 min,Documentaries,69,2019.0,10.0,52
s3388,Movie,Master Z: The Ip Man Legacy,Yuen Woo-ping,Hong Kong,2019-10-23,2018,TV-14,108 min,"Action & Adventure, International Movies",99,2019.0,10.0,108
s3389,Movie,Jenny Slate: Stage Fright,Gillian Robespierre,United States,2019-10-22,2019,TV-MA,67 min,"Documentaries, Stand-Up Comedy",72,2019.0,10.0,67
s3390,Movie,Free Fire,Ben Wheatley,United Kingdom,2019-10-21,2016,R,91 min,"Action & Adventure, Comedies, Independent Movies",65,2019.0,10.0,91
s3392,Movie,The Command,Thomas Vinterberg,France,2019-10-19,2018,PG-13,118 min,"Dramas, International Movies, Thrillers",83,2019.0,10.0,118
s3393,Movie,10 Days in Sun City,Adze Ugah,South Africa,,2017,TV-14,87 min,"Comedies, International Movies, Romantic Movies",83,,,87
s3400,Movie,In My Country,Frank Rajah Arase,Nigeria,2019-10-18,2018,TV-MA,99 min,"Dramas, International Movies",82,2019.0,10.0,99
s3399,Movie,Eli,Ciarán Foy,United States,2019-10-18,2019,TV-MA,98 min,Horror Movies,53,2019.0,10.0,98
s3403,Movie,"Love, Surreal and Odd",Yılmaz Erdoğan,Turkey,2019-10-18,2017,TV-14,95 min,"Comedies, International Movies, Romantic Movies",90,2019.0,10.0,95
s3406,Movie,Seventeen,Daniel Sánchez Arévalo,Spain,2019-10-18,2019,TV-MA,100 min,"Comedies, Dramas, International Movies",81,2019.0,10.0,100
s3408,Movie,Tatu,Don Omope,Nigeria,2019-10-18,2017,TV-MA,101 min,"Action & Adventure, Dramas, International Movies",93,2019.0,10.0,101
s3409,Movie,Tell Me Who I Am,Ed Perkins,United Kingdom,2019-10-18,2019,TV-MA,86 min,Documentaries,70,2019.0,10.0,86
s3410,Movie,The Laundromat,Unknown,Unknown,,2019,R,96 min,"Comedies, Dramas",97,,,96
s3412,Movie,Up North,Tope Oshin,Nigeria,2019-10-18,2018,TV-14,99 min,"Dramas, International Movies",57,2019.0,10.0,99
s3391,Movie,Little Singham: Kaal Ki Tabaahi,Prakash Satam,Not Given,2019-10-19,2019,TV-Y7,66 min,"Children & Family Movies, Comedies",12,2019.0,10.0,66
s3413,Movie,Upstarts,Udai Singh Pawar,India,2019-10-18,2019,TV-14,112 min,"Comedies, Dramas, International Movies",81,2019.0,10.0,112
s3414,Movie,Verses of Love 2,Guntur Soeharjanto,Indonesia,2019-10-18,2017,TV-14,127 min,"Dramas, Faith & Spirituality, International Movies",1,2019.0,10.0,127
s3418,TV Show,Ghosts of Sugar Land,Bassam Tariq,United States,,2019,TV-MA,22 min,Documentaries,26,,,22
s3419,Movie,League of Legends Origins,Leslie Iwerks,United States,,2019,TV-MA,78 min,Documentaries,37,,,78
s3420,Movie,Park Na-rae: Glamour Warning,Kim Joo-hyung,South Korea,2019-10-16,2019,TV-MA,63 min,Stand-Up Comedy,81,2019.0,10.0,63
s3422,Movie,Sinister 2,Ciarán Foy,United States,2019-10-16,2015,R,97 min,Horror Movies,80,2019.0,10.0,97
s3423,Movie,The Game Changers,Louie Psihoyos,United States,2019-10-16,2018,TV-MA,86 min,"Documentaries, Sports Movies",1,2019.0,10.0,86
s3424,TV Show,Black Money Love,Ahmet Katıksız,Turkey,2019-10-15,2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",48,2019.0,10.0,1
s3425,Movie,"Martin Matte: La vie, la mort...eh la la..!",Jean-François Blais,Canada,2019-10-14,2019,TV-14,62 min,Stand-Up Comedy,75,2019.0,10.0,62
s3426,Movie,Street Flow,"Leïla Sy, Kery James",France,2019-10-13,2019,TV-MA,96 min,"Dramas, International Movies",88,2019.0,10.0,96
s3428,Movie,Bygones Be Bygones,Hakan Algül,Turkey,2019-10-11,2017,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",53,2019.0,10.0,104
s3429,Movie,El Camino: A Breaking Bad Movie,Unknown,Unknown,2019-10-11,2019,TV-MA,123 min,"Dramas, Thrillers",88,2019.0,10.0,123
s3430,Movie,Fractured,Brad Anderson,United States,2019-10-11,2019,TV-MA,100 min,Thrillers,41,2019.0,10.0,100
s3432,Movie,The Bling Lagosians,Bolanle Austen-Peters,Nigeria,2019-10-11,2019,TV-14,99 min,"Dramas, International Movies",45,2019.0,10.0,99
s3433,Movie,The Forest of Love,Sion Sono,Japan,2019-10-11,2019,TV-MA,151 min,"Dramas, International Movies, Thrillers",62,2019.0,10.0,151
s3437,Movie,GEN HOSHINO STADIUM TOUR “POP VIRUS”,Naoto Amazutsumi,Not Given,2019-10-10,2019,TV-14,154 min,"International Movies, Music & Musicals",70,2019.0,10.0,154
s3435,Movie,The Influence,Dennis Rovira van Boekholt,Spain,2019-10-11,2019,TV-MA,102 min,"Horror Movies, International Movies",48,2019.0,10.0,102
s3439,Movie,After,Jenny Gage,United States,2019-10-09,2019,PG-13,106 min,"Dramas, Romantic Movies",12,2019.0,10.0,106
s3440,Movie,Home Is Where the Killer Is,Kaila York,United States,2019-10-09,2019,TV-14,87 min,"Dramas, Thrillers",2,2019.0,10.0,87
s3442,Movie,Deon Cole: Cole Hearted,Ryan Polito,United States,2019-10-08,2019,TV-MA,70 min,Stand-Up Comedy,66,2019.0,10.0,70
s3444,Movie,Love for Sale,Andibachtiar Yusuf,Indonesia,2019-10-06,2018,TV-14,101 min,"Dramas, International Movies, Romantic Movies",26,2019.0,10.0,101
s3447,Movie,Noblemen,Vandana Kataria,India,2019-10-05,2019,TV-MA,109 min,"Dramas, Independent Movies, International Movies",3,2019.0,10.0,109
s3449,Movie,Brother in Love,Onur Bilgetay,Turkey,2019-10-04,2019,TV-MA,110 min,"Comedies, International Movies, Romantic Movies",72,2019.0,10.0,110
s3451,Movie,In the Tall Grass,Vincenzo Natali,Canada,2019-10-04,2019,TV-MA,102 min,"Horror Movies, Thrillers",39,2019.0,10.0,102
s3452,Movie,Kids on the Block,Tugçe Soysop,Turkey,2019-10-04,2019,TV-PG,102 min,"Children & Family Movies, Comedies",92,2019.0,10.0,102
s3457,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball",United States,2019-10-04,2019,TV-Y,24 min,Children & Family Movies,60,2019.0,10.0,24
s3460,Movie,Ready to Mingle,Luis Javier Henaine,Mexico,2019-10-02,2019,TV-MA,98 min,"Comedies, International Movies, Romantic Movies",58,2019.0,10.0,98
s3461,Movie,Salam - The First ****** Nobel Laureate,Anand Kamalakar,United States,2019-10-02,2018,TV-PG,76 min,Documentaries,40,2019.0,10.0,76
s3462,TV Show,Cheese in the Trap,Lee Yoon-jung,South Korea,2019-10-01,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",26,2019.0,10.0,1
s3466,Movie,First Kiss,Roy Poortmans,Netherlands,,2018,TV-14,90 min,"Dramas, International Movies, Romantic Movies",66,,,90
s3469,Movie,Limitless,Vrinda Samartha,India,2019-10-01,2017,TV-PG,59 min,"Documentaries, International Movies, Sports Movies",3,2019.0,10.0,59
s3472,Movie,Nikki Glaser: Bangin’,Nicholaus Goossen,United States,2019-10-01,2019,TV-MA,64 min,Stand-Up Comedy,39,2019.0,10.0,64
s3473,Movie,Rugrats in Paris: The Movie,"Stig Bergqvist, Paul Demeyer",Germany,,2000,G,79 min,"Children & Family Movies, Comedies",6,,,79
s3480,Movie,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Mana Yasuda,Japan,2019-09-28,2019,TV-PG,45 min,"Documentaries, International Movies",29,2019.0,9.0,45
s3476,Movie,The Rugrats Movie,"Igor Kovalyov, Norton Virgien",United States,2019-10-01,1998,G,81 min,"Children & Family Movies, Comedies",0,2019.0,10.0,81
s3477,Movie,The Squid and the Whale,Noah Baumbach,United States,2019-10-01,2005,R,81 min,"Comedies, Dramas, Independent Movies",53,2019.0,10.0,81
s3478,TV Show,Gotham,Danny Cannon,United States,2019-09-30,2019,TV-MA,5 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",15,2019.0,9.0,5
s3479,Movie,Mo Gilligan: Momentum,Chris Howe,United Kingdom,2019-09-30,2019,TV-MA,64 min,Stand-Up Comedy,40,2019.0,9.0,64
s3481,TV Show,TUNA GIRL,Mana Yasuda,Japan,,2019,TV-PG,90 min,"Dramas, International Movies",6,,,90
s3483,Movie,Deliha 2,Gupse Özay,Turkey,,2018,TV-PG,102 min,"Comedies, International Movies",91,,,102
s3485,Movie,In the Shadow of the Moon,Jim Mickle,United States,2019-09-27,2019,TV-MA,116 min,"Dramas, Sci-Fi & Fantasy, Thrillers",7,2019.0,9.0,116
s3486,Movie,Sturgill Simpson Presents Sound & Fury,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",United States,2019-09-27,2019,TV-MA,42 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",86,2019.0,9.0,42
s3487,Movie,Malaal,Mangesh Hadawale,India,2019-09-26,2019,TV-14,133 min,"Dramas, International Movies, Romantic Movies",85,2019.0,9.0,133
s3488,Movie,The Grandmaster,Wong Kar Wai,Hong Kong,2019-09-26,2013,PG-13,108 min,"Action & Adventure, Dramas, International Movies",38,2019.0,9.0,108
s3493,Movie,Oh! Baby (Malayalam),B. V. Nandini Reddy,India,2019-09-25,2019,TV-14,146 min,"Comedies, International Movies, Music & Musicals",81,2019.0,9.0,146
s3491,Movie,Birders,Otilia Portillo Padua,United States,2019-09-25,2019,TV-G,38 min,"Documentaries, International Movies",95,2019.0,9.0,38
s3494,Movie,Oh! Baby (Tamil),B. V. Nandini Reddy,India,2019-09-25,2019,TV-14,146 min,"Comedies, International Movies, Music & Musicals",94,2019.0,9.0,146
s3495,Movie,Inside Man: Most Wanted,Michael J. Bassett,United States,2019-09-24,2019,R,106 min,Action & Adventure,70,2019.0,9.0,106
s3496,Movie,Jeff Dunham: Beside Himself,Troy Miller,United States,2019-09-24,2019,TV-MA,58 min,Stand-Up Comedy,95,2019.0,9.0,58
s3497,Movie,Manmadhudu 2,Rahul Ravindran,India,2019-09-23,2019,TV-MA,152 min,"Comedies, Dramas, International Movies",8,2019.0,9.0,152
s3498,Movie,Under the Eiffel Tower,Archie Borders,United States,2019-09-23,2018,TV-MA,87 min,"Comedies, Independent Movies, International Movies",68,2019.0,9.0,87
s3499,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Deepti Naval,India,2019-09-22,2009,TV-MA,121 min,"Dramas, Independent Movies, International Movies",54,2019.0,9.0,121
s3501,TV Show,Between Two Ferns: The Movie,Scott Aukerman,United States,,2019,TV-MA,83 min,Comedies,62,,,83
s3504,TV Show,Criminal: Spain,Mariano Barroso,Spain,2019-09-20,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",51,2019.0,9.0,1
s3507,TV Show,The Hockey Girls,"Kiko Cruz Claverol, Patricia Font",Spain,2019-09-20,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",23,2019.0,9.0,1
s3508,Movie,Travel Mates 2,Bedran Güzel,Turkey,2019-09-20,2018,TV-MA,111 min,"Comedies, International Movies",84,2019.0,9.0,111
s3529,Movie,Bill Burr: Paper Tiger,Mike Binder,United States,2019-09-10,2019,TV-MA,67 min,Stand-Up Comedy,4,2019.0,9.0,67
s3510,Movie,Kabir Singh,Sandeep Reddy Vanga,India,2019-09-19,2019,TV-MA,171 min,"Dramas, International Movies, Romantic Movies",35,2019.0,9.0,171
s3512,Movie,Avengement,Unknown,Unknown,2019-09-17,2019,TV-MA,88 min,Action & Adventure,53,2019.0,9.0,88
s3513,Movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,United States,2019-09-17,2012,TV-MA,76 min,Stand-Up Comedy,45,2019.0,9.0,76
s3514,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,United States,2019-09-15,2019,TV-PG,64 min,"Documentaries, International Movies, Music & Musicals",8,2019.0,9.0,64
s3515,Movie,Steal a Pencil for Me,Unknown,Unknown,2019-09-15,2006,TV-14,94 min,Documentaries,79,2019.0,9.0,94
s3517,Movie,Oh! Baby,B. V. Nandini Reddy,India,2019-09-14,2019,TV-14,157 min,"Comedies, International Movies, Music & Musicals",87,2019.0,9.0,157
s3518,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,United States,2019-09-14,2019,TV-PG,83 min,"Documentaries, International Movies",85,2019.0,9.0,83
s3519,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,United States,2019-09-13,2019,TV-MA,65 min,Documentaries,36,2019.0,9.0,65
s3521,Movie,Locked on You,Kıvanç Baruönü,Turkey,2019-09-13,2018,TV-14,105 min,"Comedies, International Movies",87,2019.0,9.0,105
s3523,Movie,Shanghai Fortress,Teng Huatao,China,2019-09-13,2019,TV-14,107 min,"Dramas, International Movies, Romantic Movies",56,2019.0,9.0,107
s3524,Movie,Tall Girl,Nzingha Stewart,United States,2019-09-13,2019,TV-PG,103 min,"Children & Family Movies, Comedies, Romantic Movies",87,2019.0,9.0,103
s3511,Movie,When the Camellia Blooms,Unknown,South Korea,,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",82,,,1
s3530,Movie,Evelyn,Orlando von Einsiedel,United Kingdom,2019-09-10,2019,TV-MA,96 min,"Documentaries, International Movies",97,2019.0,9.0,96
s3531,Movie,Article 15,Anubhav Sinha,India,2019-09-06,2019,TV-MA,125 min,"Dramas, International Movies, Thrillers",9,2019.0,9.0,125
s3532,Movie,Care of Kancharapalem,Maha Venkatesh,India,2019-09-06,2018,TV-MA,142 min,"Comedies, Dramas, Independent Movies",60,2019.0,9.0,142
s3533,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,India,2019-09-06,2018,TV-14,133 min,"Comedies, Independent Movies, International Movies",18,2019.0,9.0,133
s3534,Movie,Kill Me If You Dare,Şenol Sönmez,Turkey,2019-09-06,2019,TV-14,100 min,"Comedies, International Movies, Romantic Movies",70,2019.0,9.0,100
s3548,Movie,Back to School,"Rémy Four, Julien War",Not Given,2019-08-30,2019,TV-MA,84 min,"Comedies, International Movies",24,2019.0,8.0,84
s3537,Movie,Saawan,Farhan Alam,Pakistan,2019-09-04,2016,TV-14,128 min,"Dramas, Independent Movies, International Movies",4,2019.0,9.0,128
s3538,TV Show,Watchman,A. L. Vijay,India,,2019,TV-14,93 min,"Comedies, Dramas, International Movies",17,,,93
s3539,Movie,Elena,Petra Costa,Brazil,2019-09-01,2012,TV-MA,81 min,"Documentaries, International Movies",49,2019.0,9.0,81
s3542,TV Show,Naruto,Hayato Date,Japan,2019-09-01,2006,TV-14,9 Seasons,"Anime Series, International TV Shows",99,2019.0,9.0,9
s3543,Movie,Olmo & the Seagull,"Petra Costa, Lea Glob",Denmark,2019-09-01,2014,TV-MA,82 min,"Dramas, Independent Movies, International Movies",53,2019.0,9.0,82
s3545,Movie,Spookley the Square Pumpkin,Bernie Denk,United States,2019-09-01,2004,G,47 min,Children & Family Movies,12,2019.0,9.0,47
s3546,Movie,Uncle Naji in UAE,Ahmed Zain,United Arab Emirates,2019-09-01,2019,TV-14,95 min,"Comedies, International Movies",25,2019.0,9.0,95
s3549,Movie,Feo pero sabroso,Fernando Ayllón,Colombia,2019-08-30,2018,TV-MA,91 min,"Comedies, International Movies",93,2019.0,8.0,91
s5432,Movie,The Russian Revolution,Cal Seville,United Kingdom,2017-06-15,2017,TV-PG,47 min,Documentaries,91,2017.0,6.0,47
s3550,Movie,Mi amigo Alexis,Alejandro Fernández Almendras,Chile,2019-08-30,2019,TV-PG,102 min,"Children & Family Movies, Comedies, Dramas",65,2019.0,8.0,102
s3551,TV Show,Styling Hollywood,Unknown,Unknown,2019-08-30,2019,TV-14,1 Season,Reality TV,30,2019.0,8.0,1
s3555,TV Show,Unbridled,Jota Linares,Spain,,2018,TV-MA,100 min,"International Movies, Thrillers",65,,,100
s3556,Movie,Falling Inn Love,Unknown,Unknown,2019-08-29,2019,TV-PG,98 min,"Comedies, Romantic Movies",37,2019.0,8.0,98
s3557,Movie,Kardec,Wagner de Assis,Brazil,2019-08-29,2019,TV-14,110 min,"Dramas, Faith & Spirituality, International Movies",98,2019.0,8.0,110
s3558,Movie,Travis Scott: Look Mom I Can Fly,White Trash Tyler,United States,2019-08-28,2019,TV-MA,85 min,"Documentaries, Music & Musicals",72,2019.0,8.0,85
s3560,Movie,Dave Chappelle: Sticks & Stones,Stan Lathan,United States,2019-08-26,2019,TV-MA,66 min,Stand-Up Comedy,76,2019.0,8.0,66
s3561,Movie,Drink Drank Drunk,Yeung Yat-Tak,Hong Kong,2019-08-24,2016,TV-MA,92 min,"Comedies, International Movies",77,2019.0,8.0,92
s3564,Movie,Kaake Da Viyah,Rai Yuvraj Bains,India,2019-08-23,2019,TV-PG,133 min,"Comedies, Dramas, International Movies",16,2019.0,8.0,133
s3565,Movie,Marriage Palace,Sunil Thakur,India,2019-08-23,2018,TV-14,135 min,"Comedies, International Movies",11,2019.0,8.0,135
s3566,Movie,Mayday Life,Muh Chen,China,,2019,TV-PG,120 min,"International Movies, Music & Musicals",76,,,120
s3567,Movie,Saavat,Saurabh Sinha,India,2019-08-23,2019,TV-14,118 min,"Dramas, Independent Movies, International Movies",13,2019.0,8.0,118
s3568,Movie,American Factory,"Steven Bognar, Julia Reichert",United States,2019-08-21,2019,TV-14,110 min,Documentaries,26,2019.0,8.0,110
s3570,Movie,Game Over (Tamil Version),Ashwin Saravanan,India,2019-08-21,2019,TV-MA,98 min,"Horror Movies, International Movies, Thrillers",27,2019.0,8.0,98
s3573,Movie,The Girl Allergic to Wi-Fi,Jun Lana,Philippines,2019-08-21,2018,TV-MA,104 min,"International Movies, Romantic Movies",58,2019.0,8.0,104
s3575,Movie,Simon Amstell: Set Free,Julia Knowles,United Kingdom,2019-08-20,2019,TV-MA,52 min,Stand-Up Comedy,62,2019.0,8.0,52
